Tanggal,Emas,Dollar,Minyak Dunia,SNP 500
24/02/2015,"1.196,90","12.216,0","44,53",2115
25/02/2015,"1.201,00","12.207,5","48,24",2114
26/02/2015,"1.209,60","12.225,0","49,57",2111
27/02/2015,"1.212,60","12.247,5","53,05",2105
2/3/2015,"1.207,70","12.106,5","48,45",2117
3/3/2015,"1.204,00","12.032,5","50,48",2108
4/3/2015,"1.200,60","12.000,0","51,69",2099
5/3/2015,"1.195,90","12.012,5","52,86",2101
6/3/2015,"1.164,10","12.060,0","50,02",2071
9/3/2015,"1.166,40","12.066,0","48,84",2079
10/3/2015,"1.160,10","12.112,5","51,21",2044
11/3/2015,"1.150,70","12.170,0","52,78",2040
12/3/2015,"1.152,10","12.080,0","54,06",2066
13/03/2015,"1.152,60","12.125,0","53,61",2053
16/03/2015,"1.153,30","12.085,0","53,53",2081
17/03/2015,"1.148,30","12.107,5","52,14",2074
18/03/2015,"1.151,40","12.107,5","51,16",2100
19/03/2015,"1.169,10","12.142,5","50,34",2089
20/03/2015,"1.184,80","12.140,0","49,45",2108
23/03/2015,"1.188,00","12.172,5","49,28",2104
24/03/2015,"1.191,70","12.152,5","50,99",2092
25/03/2015,"1.197,30","12.205,0","48,17",2061
26/03/2015,"1.205,10","12.198,5","49,76",2056
27/03/2015,"1.199,80","12.202,5","49,59",2061
30/03/2015,"1.184,80","12.211,0","50,52",2086
31/03/2015,"1.183,10","12.204,5","51,53",2068
1/4/2015,"1.208,10","12.150,0","50,76",2060
2/4/2015,"1.200,90","12.147,5","49,61",2067
6/4/2015,"1.218,60","12.175,0","50,00",2067
7/4/2015,"1.210,60","12.148,5","48,29",2081
8/4/2015,"1.203,10","12.151,5","48,17",2076
9/4/2015,"1.193,60","12.164,0","47,05",2082
10/4/2015,"1.204,60","12.175,0","44,84",2091
13/04/2015,"1.199,30","12.177,0","43,88",2102
14/04/2015,"1.192,80","12.204,0","43,46",2092
15/04/2015,"1.201,50","12.272,5","44,66",2096
16/04/2015,"1.198,00","12.270,0","43,96",2107
17/04/2015,"1.202,90","12.298,5","45,72",2105
20/04/2015,"1.193,50","12.307,5","47,45",2081
21/04/2015,"1.202,90","12.296,5","47,51",2100
22/04/2015,"1.186,90","12.348,5","49,21",2097
23/04/2015,"1.194,40","12.329,5","51,43",2108
24/04/2015,"1.175,20","12.336,5","48,87",2113
27/04/2015,"1.203,30","12.348,5","48,68",2118
28/04/2015,"1.214,00","12.457,5","47,60",2109
29/04/2015,"1.209,80","12.697,5","50,09",2115
30/04/2015,"1.182,40","12.680,0","49,14",2107
1/5/2015,"1.174,50","12.657,5","49,14",2086
4/5/2015,"1.186,80","12.562,5","52,14",2108
5/5/2015,"1.193,20","12.485,0","53,98",2114
6/5/2015,"1.190,30","12.439,0","50,42",2089
7/5/2015,"1.182,40","12.450,0","50,79",2080
8/5/2015,"1.189,10","12.467,5","51,64",2088
11/5/2015,"1.183,20","12.467,5","51,91",2116
12/5/2015,"1.192,60","12.467,5","53,29",2105
13/05/2015,"1.218,40","12.447,0","56,39",2099
14/05/2015,"1.225,40","12.446,5","56,71",2098
15/05/2015,"1.225,50","12.385,0","55,74",2121
18/05/2015,"1.227,80","12.385,0","56,38",2123
19/05/2015,"1.206,90","12.542,5","55,26",2129
20/05/2015,"1.208,90","12.627,5","56,16",2128
21/05/2015,"1.204,40","12.657,5","57,74",2126
22/05/2015,"1.204,30","12.738,5","57,15",2131
26/05/2015,"1.187,20","12.680,0","56,99",2126
27/05/2015,"1.185,90","12.651,5","57,06",2126
28/05/2015,"1.188,10","12.597,5","58,58",2104
29/05/2015,"1.189,40","12.597,5","59,63",2123
1/6/2015,"1.188,30","12.613,0","59,15",2121
2/6/2015,"1.194,10","12.560,0","58,93",2107
3/6/2015,"1.184,70","12.587,5","60,40",2112
4/6/2015,"1.174,90","12.618,5","60,93",2110
5/6/2015,"1.167,80","12.584,0","58,94",2114
8/6/2015,"1.173,20","12.480,0","59,39",2096
9/6/2015,"1.177,30","12.487,5","59,25",2093
10/6/2015,"1.186,10","12.472,5","60,75",2079
11/6/2015,"1.179,90","12.510,0","60,50",2080
12/6/2015,"1.178,80","12.476,5","59,88",2105
15/06/2015,"1.185,30","12.486,0","59,69",2109
16/06/2015,"1.180,50","12.567,5","59,43",2094
17/06/2015,"1.176,40","12.667,5","57,26",2084
18/06/2015,"1.201,50","12.685,0","58,98",2096
19/06/2015,"1.201,50","12.654,0","60,72",2100
22/06/2015,"1.183,70","12.625,0","59,72",2121
23/06/2015,"1.176,20","12.632,5","59,92",2110
24/06/2015,"1.172,60","12.614,5","59,85",2123
25/06/2015,"1.171,50","12.647,5","58,03",2124
26/06/2015,"1.172,90","12.672,5","57,51",2109
29/06/2015,"1.178,50","12.715,0","57,68",2102
30/06/2015,"1.171,50","12.792,5","60,30",2101
1/7/2015,"1.169,00","12.787,5","60,20",2058
2/7/2015,"1.163,00","12.752,5","61,26",2063
6/7/2015,"1.172,90","12.769,5","59,64",2077
7/7/2015,"1.152,40","12.842,5","58,00",2077
8/7/2015,"1.163,30","12.842,5","59,13",2077
9/7/2015,"1.159,00","12.812,5","58,14",2069
10/7/2015,"1.157,70","12.834,5","60,14",2081
13/07/2015,"1.155,20","12.897,5","61,43",2047
14/07/2015,"1.153,30","12.873,5","60,77",2051
15/07/2015,"1.147,20","12.837,5","59,96",2077
16/07/2015,"1.143,80","12.925,0","59,52",2100
17/07/2015,"1.131,80","12.970,0","59,97",2109
20/07/2015,"1.106,70","12.965,0","59,92",2107
21/07/2015,"1.103,40","12.982,5","60,45",2124
22/07/2015,"1.091,40","12.990,0","59,61",2127
23/07/2015,"1.094,00","12.980,0","59,68",2128
24/07/2015,"1.085,60","13.050,0","61,01",2119
27/07/2015,"1.096,50","13.091,5","60,27",2114
28/07/2015,"1.096,30","13.190,5","59,70",2102
29/07/2015,"1.092,70","13.182,5","59,63",2080
30/07/2015,"1.088,40","13.195,0","58,33",2068
31/07/2015,"1.094,90","13.242,0","59,47",2093
3/8/2015,"1.089,40","13.167,5","56,96",2109
4/8/2015,"1.090,70","13.170,0","56,93",2109
5/8/2015,"1.085,70","13.035,0","55,52",2104
6/8/2015,"1.090,20","13.116,0","52,53",2098
7/8/2015,"1.094,10","13.019,5","52,33",2093
10/8/2015,"1.104,20","12.905,0","51,65",2100
11/8/2015,"1.107,60","12.986,0","52,78",2084
12/8/2015,"1.123,20","13.019,0","52,74",2078
13/08/2015,"1.115,70","13.065,0","52,20",2104
14/08/2015,"1.112,90","13.075,0","53,04",2084
17/08/2015,"1.118,60","13.075,0","51,41",2086
18/08/2015,"1.117,10","13.042,5","50,91",2083
19/08/2015,"1.128,10","13.002,5","50,89",2092
20/08/2015,"1.153,00","13.002,5","50,15",2102
21/08/2015,"1.159,60","12.958,5","50,36",2097
24/08/2015,"1.153,40","12.985,0","49,19",2080
25/08/2015,"1.138,20","12.955,0","48,45",2036
26/08/2015,"1.124,60","12.898,0","48,14",1971
27/08/2015,"1.122,40","12.915,0","47,39",1893
28/08/2015,"1.133,10","12.985,0","47,98",1868
31/08/2015,"1.131,60","12.980,5","48,79",1941
1/9/2015,"1.138,70","12.900,5","48,52",1988
2/9/2015,"1.132,50","12.856,0","47,12",1989
3/9/2015,"1.123,70","12.850,0","45,17",1972
4/9/2015,"1.120,60","12.890,0","45,74",1914
8/9/2015,"1.120,40","12.957,5","45,15",1949
9/9/2015,"1.102,20","12.900,0","44,66",1951
10/9/2015,"1.109,50","12.955,0","43,87",1921
11/9/2015,"1.103,50","12.919,5","44,96",1921
14/09/2015,"1.107,70","12.980,0","43,08",1969
15/09/2015,"1.102,80","12.980,0","43,30",1942
16/09/2015,"1.119,20","12.940,0","42,23",1952
17/09/2015,"1.117,30","12.962,5","42,50",1961
18/09/2015,"1.138,10","12.962,5","41,87",1953
21/09/2015,"1.133,10","12.980,0","42,62",1978
22/09/2015,"1.125,00","13.047,5","40,80",1995
23/09/2015,"1.131,60","13.035,0","41,14",1990
24/09/2015,"1.153,80","13.145,0","40,45",1958
25/09/2015,"1.146,00","13.127,5","38,24",1967
28/09/2015,"1.132,00","13.155,0","39,31",1943
29/09/2015,"1.127,10","13.198,0","38,60",1939
30/09/2015,"1.115,50","13.137,5","42,56",1932
1/10/2015,"1.114,20","13.137,5","45,22",1931
2/10/2015,"1.137,10","13.091,0","49,20",1882
5/10/2015,"1.138,10","13.137,0","45,41",1884
6/10/2015,"1.146,80","13.115,5","46,25",1920
7/10/2015,"1.149,00","13.175,0","46,75",1924
8/10/2015,"1.144,70","13.129,5","46,05",1951
9/10/2015,"1.156,30","13.155,0","45,72",1987
12/10/2015,"1.164,90","13.186,5","44,70",1980
13/10/2015,"1.165,80","13.210,0","45,94",1996
14/10/2015,"1.180,10","13.202,0","44,15",2013
15/10/2015,"1.187,90","13.221,5","45,92",2015
16/10/2015,"1.183,60","13.224,0","44,63",2017
19/10/2015,"1.173,30","13.222,5","44,00",2004
20/10/2015,"1.178,00","13.222,5","44,59",1994
21/10/2015,"1.167,60","13.221,0","47,15",2024
22/10/2015,"1.166,60","13.282,0","46,90",2033
23/10/2015,"1.163,30","13.275,5","44,68",2034
26/10/2015,"1.167,00","13.379,5","46,68",2031
27/10/2015,"1.166,80","13.302,5","45,83",2019
28/10/2015,"1.177,10","13.312,5","44,48",2053
29/10/2015,"1.147,20","13.320,5","44,91",2075
30/10/2015,"1.141,50","13.332,5","45,70",2071
2/11/2015,"1.135,80","13.335,0","44,43",2066
3/11/2015,"1.114,20","13.353,0","45,23",2090
4/11/2015,"1.106,50","13.367,5","45,09",2089
5/11/2015,"1.104,40","13.305,0","44,74",2079
6/11/2015,"1.087,60","13.331,5","45,54",2104
9/11/2015,"1.087,90","13.310,0","46,26",2110
10/11/2015,"1.088,20","13.255,0","48,53",2102
11/11/2015,"1.084,70","13.303,5","47,81",2100
12/11/2015,"1.080,80","13.327,5","49,43",2099
13/11/2015,"1.080,80","13.310,0","49,63",2079
16/11/2015,"1.083,70","13.345,0","47,10",2082
17/11/2015,"1.068,70","13.332,5","46,66",2075
18/11/2015,"1.068,80","13.326,0","46,64",2046
19/11/2015,"1.078,00","13.337,5","46,38",2023
20/11/2015,"1.076,40","13.320,0","47,26",2053
23/11/2015,"1.066,80","13.349,5","45,89",2050
24/11/2015,"1.074,30","13.327,5","45,55",2084
25/11/2015,"1.070,50","13.345,0","45,20",2081
27/11/2015,"1.056,20","13.336,0","45,38",2089
30/11/2015,"1.065,80","13.313,5","44,60",2087
1/12/2015,"1.063,80","13.300,0","43,98",2089
2/12/2015,"1.054,20","13.335,0","43,20",2089
3/12/2015,"1.061,70","13.344,5","45,94",2089
4/12/2015,"1.084,50","13.344,5","46,06",2090
7/12/2015,"1.076,40","13.344,5","46,59",2080
8/12/2015,"1.076,30","13.344,5","46,14",2103
9/12/2015,"1.077,60","13.344,5","47,90",2080
10/12/2015,"1.073,10","13.377,5","46,32",2050
11/12/2015,"1.076,90","13.422,5","45,20",2092
14/12/2015,"1.064,70","13.445,0","44,29",2077
15/12/2015,"1.062,90","13.459,0","43,87",2064
16/12/2015,"1.078,00","13.462,5","44,21",2048
17/12/2015,"1.050,80","13.456,0","42,93",2052
18/12/2015,"1.066,20","13.467,5","41,75",2012
21/12/2015,"1.081,90","13.527,5","40,74",2022
22/12/2015,"1.074,80","13.500,0","41,74",2043
23/12/2015,"1.069,40","13.485,5","40,67",2073
24/12/2015,"1.077,20","13.514,0","40,75",2042
28/12/2015,"1.070,50","13.541,5","40,54",2006
29/12/2015,"1.077,50","13.539,5","40,39",2021
30/12/2015,"1.060,10","13.549,0","41,75",2039
31/12/2015,"1.060,30","13.600,0","42,87",2064
4/1/2016,"1.075,10","13.785,0","43,04",2061
5/1/2016,"1.078,40","13.745,0","42,59",2061
6/1/2016,"1.091,90","13.787,5","41,71",2057
7/1/2016,"1.107,70","13.787,5","41,65",2078
8/1/2016,"1.097,80","13.818,0","41,85",2063
11/1/2016,"1.096,50","13.842,5","39,94",2044
12/1/2016,"1.085,60","13.870,0","41,08",2013
13/01/2016,"1.087,50","13.942,5","39,97",2017
14/01/2016,"1.073,90","14.047,0","37,65",1990
15/01/2016,"1.091,50","14.065,0","37,51",1943
19/01/2016,"1.089,90","14.122,5","37,16",1922
20/01/2016,"1.107,10","13.992,5","36,76",1924
21/01/2016,"1.099,10","13.982,5","35,62",1939
22/01/2016,"1.097,20","14.050,0","36,31",1890
25/01/2016,"1.106,20","14.097,5","37,35",1922
26/01/2016,"1.121,70","14.130,0","35,52",1880
27/01/2016,"1.116,10","14.169,0","34,95",1881
28/01/2016,"1.115,60","14.165,0","34,73",1859
29/01/2016,"1.116,40","14.247,5","34,74",1869
1/2/2016,"1.127,90","14.280,0","36,14",1907
2/2/2016,"1.127,30","14.261,5","37,50",1877
3/2/2016,"1.141,30","14.332,5","38,10",1904
4/2/2016,"1.157,60","14.330,0","36,81",1883
5/2/2016,"1.157,80","14.347,5","37,87",1893
8/2/2016,"1.197,90","14.407,5","36,60",1940
9/2/2016,"1.198,70","14.455,0","37,04",1939
10/2/2016,"1.194,70","14.457,5","36,76",1903
11/2/2016,"1.247,90","14.375,0","35,97",1913
12/2/2016,"1.239,10","14.455,0","33,97",1915
16/02/2016,"1.207,90","14.497,5","33,27",1880
17/02/2016,"1.211,10","14.647,5","33,16",1853
18/02/2016,"1.226,10","14.647,5","31,41",1852
19/02/2016,"1.230,40","14.685,0","30,44",1852
22/02/2016,"1.209,50","14.697,5","30,48",1829
23/02/2016,"1.222,30","14.682,5","31,20",1865
24/02/2016,"1.238,70","14.650,0","29,42",1896
25/02/2016,"1.238,20","14.670,0","29,75",1927
26/02/2016,"1.219,80","14.642,5","30,02",1918
29/02/2016,"1.233,90","14.495,0","28,46",1918
1/3/2016,"1.230,30","14.245,5","26,55",1946
2/3/2016,"1.241,10","13.825,0","29,53",1921
3/3/2016,"1.257,40","13.867,5","32,19",1930
4/3/2016,"1.269,90","13.420,0","30,34",1952
7/3/2016,"1.263,20","13.405,0","31,45",1948
8/3/2016,"1.262,10","13.619,5","32,30",1932
9/3/2016,"1.256,60","13.619,5","33,22",1978
10/3/2016,"1.272,00","13.455,0","33,62",1986
11/3/2016,"1.258,70","13.530,0","31,62",1993
14/03/2016,"1.244,40","13.531,5","29,88",2000
15/03/2016,"1.230,40","13.645,0","32,28",2002
16/03/2016,"1.229,30","13.717,0","31,72",1979
17/03/2016,"1.264,50","13.657,5","30,89",1989
18/03/2016,"1.253,80","13.635,0","29,69",1990
21/03/2016,"1.243,80","13.645,0","27,94",2022
22/03/2016,"1.248,20","13.622,5","27,45",2020
23/03/2016,"1.223,70","13.477,5","26,21",2016
24/03/2016,"1.221,40","13.635,0","29,44",2027
28/03/2016,"1.219,90","13.687,5","29,08",2041
29/03/2016,"1.235,60","13.667,5","30,60",2050
30/03/2016,"1.226,90","13.555,0","29,04",2052
31/03/2016,"1.234,20","13.555,0","30,66",2050
1/4/2016,"1.222,20","13.565,0","30,77",2037
4/4/2016,"1.218,00","13.560,0","29,64",2036
5/4/2016,"1.228,40","13.647,5","31,48",2037
6/4/2016,"1.222,50","13.609,5","31,87",2055
7/4/2016,"1.236,20","13.602,5","32,15",2064
8/4/2016,"1.242,50","13.602,5","33,07",2060
11/4/2016,"1.256,70","13.665,0","32,78",2073
12/4/2016,"1.259,40","13.727,5","33,75",2066
13/04/2016,"1.246,80","13.747,5","34,40",2045
14/04/2016,"1.225,00","13.799,5","34,66",2067
15/04/2016,"1.233,10","13.777,5","34,57",2042
18/04/2016,"1.233,60","13.655,0","35,92",2048
19/04/2016,"1.253,00","13.723,0","37,90",2042
20/04/2016,"1.253,20","13.707,5","36,50",2062
21/04/2016,"1.249,00","13.687,5","38,29",2082
22/04/2016,"1.228,70","13.728,5","37,84",2083
25/04/2016,"1.238,90","13.780,0","38,50",2081
26/04/2016,"1.242,20","13.835,0","37,18",2094
27/04/2016,"1.249,20","13.782,5","36,34",2101
28/04/2016,"1.265,50","13.797,5","38,46",2102
29/04/2016,"1.289,20","13.843,5","40,20",2091
2/5/2016,"1.294,70","13.832,0","39,44",2092
3/5/2016,"1.290,70","13.842,5","39,91",2088
4/5/2016,"1.273,30","13.872,5","41,45",2092
5/5/2016,"1.271,40","13.872,5","39,79",2095
6/5/2016,"1.292,90","13.935,0","39,46",2076
9/5/2016,"1.265,60","13.947,5","39,39",2065
10/5/2016,"1.263,90","14.077,5","38,28",2081
11/5/2016,"1.274,60","14.056,5","38,32",2063
12/5/2016,"1.270,30","14.069,5","38,34",2051
13/05/2016,"1.271,90","14.006,5","36,79",2051
16/05/2016,"1.273,40","13.917,5","35,70",2057
17/05/2016,"1.276,20","13.772,5","35,89",2059
18/05/2016,"1.273,70","13.675,0","37,75",2084
19/05/2016,"1.254,20","13.642,5","37,26",2064
20/05/2016,"1.252,40","13.642,5","39,72",2064
23/05/2016,"1.251,10","13.642,5","40,36",2047
24/05/2016,"1.228,90","13.650,0","42,17",2067
25/05/2016,"1.223,50","13.745,0","41,76",2047
26/05/2016,"1.220,10","13.782,5","41,50",2048
27/05/2016,"1.213,80","13.787,5","40,36",2040
31/05/2016,"1.214,80","13.787,5","39,78",2052
1/6/2016,"1.211,90","13.915,0","41,08",2048
2/6/2016,"1.209,80","13.862,5","42,63",2076
3/6/2016,"1.240,10","13.947,5","43,18",2091
6/6/2016,"1.244,60","13.927,5","43,73",2090
7/6/2016,"1.244,40","13.922,5","42,64",2099
8/6/2016,"1.259,80","13.875,0","44,04",2097
9/6/2016,"1.270,20","13.910,0","45,33",2099
10/6/2016,"1.273,40","13.827,5","46,03",2105
13/06/2016,"1.284,40","13.910,0","45,92",2099
14/06/2016,"1.285,60","13.894,5","44,78",2109
15/06/2016,"1.285,80","13.932,5","43,65",2112
16/06/2016,"1.296,10","13.880,0","43,78",2119
17/06/2016,"1.292,50","13.960,0","44,32",2115
20/06/2016,"1.290,00","13.910,0","44,66",2096
21/06/2016,"1.270,50","13.850,0","43,44",2079
22/06/2016,"1.268,00","13.872,5","44,66",2075
23/06/2016,"1.261,20","13.900,0","46,23",2072
24/06/2016,"1.320,00","13.878,5","46,70",2078
27/06/2016,"1.322,50","13.874,5","46,21",2071
28/06/2016,"1.315,30","13.775,0","47,72",2083
29/06/2016,"1.323,90","13.637,5","48,31",2089
30/06/2016,"1.318,40","13.687,5","48,19",2085
1/7/2016,"1.336,70","13.765,0","48,16",2113
5/7/2016,"1.356,40","13.637,5","47,75",2037
6/7/2016,"1.364,90","13.625,0","48,08",2001
7/7/2016,"1.360,10","13.625,0","48,62",2036
8/7/2016,"1.356,60","13.605,0","49,56",2071
11/7/2016,"1.355,00","13.462,5","49,48",2099
12/7/2016,"1.334,10","13.462,5","49,33",2103
13/07/2016,"1.342,40","13.490,0","49,58",2089
14/07/2016,"1.331,30","13.375,0","49,51",2100
15/07/2016,"1.326,50","13.400,0","49,10",2098
18/07/2016,"1.328,40","13.510,0","49,01",2130
19/07/2016,"1.331,50","13.495,0","49,17",2137
20/07/2016,"1.318,80","13.495,0","48,62",2152
21/07/2016,"1.330,50","13.437,5","49,69",2152
22/07/2016,"1.323,10","13.425,0","50,36",2164
25/07/2016,"1.319,30","13.412,5","51,23",2162
26/07/2016,"1.320,70","13.410,5","50,56",2167
27/07/2016,"1.326,60","13.370,0","49,07",2164
28/07/2016,"1.332,30","13.372,0","48,88",2173
29/07/2016,"1.349,00","13.350,0","48,49",2165
1/8/2016,"1.351,40","13.290,0","48,01",2175
2/8/2016,"1.364,40","13.235,0","46,21",2168
3/8/2016,"1.356,10","13.135,0","47,98",2169
4/8/2016,"1.358,80","13.090,0","49,37",2167
5/8/2016,"1.336,40","13.143,0","48,85",2170
8/8/2016,"1.333,40","13.143,0","49,13",2174
9/8/2016,"1.339,00","13.072,5","50,11",2171
10/8/2016,"1.344,30","13.070,0","47,64",2157
11/8/2016,"1.342,50","13.060,0","46,33",2164
12/8/2016,"1.335,80","13.177,5","47,85",2164
15/08/2016,"1.340,30","13.267,5","49,88",2183
16/08/2016,"1.350,50","13.095,0","48,33",2181
17/08/2016,"1.342,70","13.117,5","48,99",2182
18/08/2016,"1.351,20","13.135,0","49,01",2175
19/08/2016,"1.340,40","13.180,0","48,65",2186
22/08/2016,"1.337,70","13.177,5","46,60",2184
23/08/2016,"1.340,60","13.252,5","47,43",2190
24/08/2016,"1.324,40","13.252,5","45,14",2178
25/08/2016,"1.320,10","13.367,5","45,41",2182
26/08/2016,"1.321,50","13.397,5","44,76",2187
29/08/2016,"1.322,90","13.267,5","46,80",2184
30/08/2016,"1.311,70","13.260,0","44,75",2183
31/08/2016,"1.306,90","13.160,0","45,68",2187
1/9/2016,"1.312,20","13.166,5","45,95",2175
2/9/2016,"1.322,10","13.219,0","45,24",2172
6/9/2016,"1.349,40","13.222,5","44,65",2169
7/9/2016,"1.344,30","13.160,0","44,94",2180
8/9/2016,"1.336,80","13.142,5","44,75",2176
9/9/2016,"1.330,10","13.127,5","44,19",2171
12/9/2016,"1.321,00","13.113,5","43,13",2171
13/09/2016,"1.319,00","13.160,0","42,92",2180
14/09/2016,"1.321,50","13.177,5","41,92",2186
15/09/2016,"1.313,50","13.175,0","41,14",2186
16/09/2016,"1.305,80","13.175,0","41,60",2181
19/09/2016,"1.313,50","13.147,5","40,06",2128
20/09/2016,"1.313,70","13.141,0","39,51",2159
21/09/2016,"1.326,90","13.157,5","40,83",2127
22/09/2016,"1.340,40","13.197,5","41,93",2126
23/09/2016,"1.337,20","13.197,5","41,80",2147
26/09/2016,"1.339,70","13.200,0","43,02",2139
27/09/2016,"1.325,90","13.194,5","42,77",2139
28/09/2016,"1.319,40","13.186,5","41,71",2140
29/09/2016,"1.321,70","13.185,0","43,49",2163
30/09/2016,"1.313,30","13.180,0","44,49",2177
3/10/2016,"1.309,00","13.194,5","45,74",2165
4/10/2016,"1.266,30","13.241,5","46,58",2146
5/10/2016,"1.265,20","13.241,5","46,79",2160
6/10/2016,"1.249,80","13.241,5","48,22",2171
7/10/2016,"1.248,90","13.290,0","48,52",2151
11/10/2016,"1.253,00","13.287,5","47,05",2168
12/10/2016,"1.251,10","13.305,0","48,10",2161
13/10/2016,"1.255,00","13.297,5","46,77",2150
14/10/2016,"1.253,10","13.317,5","47,33",2160
17/10/2016,"1.254,40","13.302,5","47,64",2161
18/10/2016,"1.260,80","13.298,5","46,98",2154
19/10/2016,"1.267,90","13.389,0","46,35",2164
20/10/2016,"1.265,60","13.555,0","44,70",2137
21/10/2016,"1.265,90","13.607,5","43,16",2139
24/10/2016,"1.262,00","13.582,5","44,44",2133
25/10/2016,"1.271,90","13.690,0","44,11",2133
26/10/2016,"1.264,80","13.655,0","45,07",2127
27/10/2016,"1.267,90","13.603,5","44,83",2140
28/10/2016,"1.275,50","13.583,0","45,50",2144
31/10/2016,"1.271,50","13.645,0","47,62",2141
1/11/2016,"1.286,40","13.660,0","45,88",2141
2/11/2016,"1.306,80","13.660,0","46,29",2151
3/11/2016,"1.302,10","13.647,5","44,90",2143
4/11/2016,"1.303,30","13.591,5","43,58",2139
7/11/2016,"1.278,30","13.377,5","43,91",2133
8/11/2016,"1.273,40","13.270,0","43,03",2126
9/11/2016,"1.272,60","13.265,0","43,30",2126
10/11/2016,"1.265,50","13.265,0","43,44",2112
14/11/2016,"1.221,20","13.297,5","45,34",2098
15/11/2016,"1.224,00","13.278,5","46,32",2089
16/11/2016,"1.223,40","13.365,0","44,48",2085
17/11/2016,"1.216,50","13.372,5","45,93",2132
18/11/2016,"1.208,50","13.367,5","44,67",2140
21/11/2016,"1.209,60","13.337,5","47,05",2163
22/11/2016,"1.211,00","13.265,0","47,83",2167
23/11/2016,"1.189,10","13.262,5","48,24",2164
25/11/2016,"1.178,20","13.284,0","48,81",2164
28/11/2016,"1.190,60","13.257,5","48,69",2180
29/11/2016,"1.187,90","13.380,0","49,83",2177
30/11/2016,"1.170,80","13.340,0","50,44",2187
1/12/2016,"1.166,90","13.177,5","49,81",2182
2/12/2016,"1.175,10","13.161,5","51,35",2198
5/12/2016,"1.174,00","13.212,5","50,79",2203
6/12/2016,"1.167,60","13.140,0","50,18",2205
7/12/2016,"1.175,00","13.127,5","50,44",2213
8/12/2016,"1.169,80","13.127,5","50,35",2202
9/12/2016,"1.159,40","13.127,5","49,94",2205
12/12/2016,"1.163,50","13.127,5","50,29",2199
13/12/2016,"1.156,70","13.127,5","51,60",2191
14/12/2016,"1.161,30","13.090,0","50,43",2192
15/12/2016,"1.127,80","13.120,0","50,85",2205
16/12/2016,"1.135,30","13.095,0","50,52",2212
19/12/2016,"1.140,50","13.082,5","49,96",2241
20/12/2016,"1.131,50","13.091,5","49,18",2246
21/12/2016,"1.131,10","13.087,5","49,72",2260
22/12/2016,"1.128,80","13.089,0","48,70",2257
23/12/2016,"1.131,90","13.112,5","46,86",2272
27/12/2016,"1.137,30","13.100,0","46,67",2253
28/12/2016,"1.139,40","13.108,5","45,34",2262
29/12/2016,"1.156,40","13.140,0","44,66",2258
30/12/2016,"1.150,00","13.167,5","44,07",2263
3/1/2017,"1.160,40","13.140,0","44,89",2271
4/1/2017,"1.163,80","13.101,0","44,98",2265
5/1/2017,"1.179,70","13.098,5","45,27",2261
6/1/2017,"1.171,90","13.071,0","44,66",2264
9/1/2017,"1.183,50","13.097,5","43,41",2269
10/1/2017,"1.184,20","13.125,0","43,32",2250
11/1/2017,"1.195,60","13.137,5","45,81",2249
12/1/2017,"1.198,90","13.128,5","45,57",2239
13/01/2017,"1.195,30","13.130,0","45,42",2258
17/01/2017,"1.212,00","13.132,5","45,69",2271
18/01/2017,"1.211,30","13.113,5","47,49",2269
19/01/2017,"1.200,90","13.117,0","48,03",2277
20/01/2017,"1.204,30","13.121,0","47,96",2269
23/01/2017,"1.215,00","13.112,5","47,98",2269
24/01/2017,"1.210,30","13.096,0","46,06",2275
25/01/2017,"1.197,30","13.096,0","47,08",2270
26/01/2017,"1.189,50","13.116,5","45,23",2275
27/01/2017,"1.188,10","13.157,5","49,44",2268
30/01/2017,"1.193,20","13.211,5","51,06",2272
31/01/2017,"1.208,60","13.219,0","51,68",2264
1/2/2017,"1.205,60","13.247,5","51,79",2271
2/2/2017,"1.216,70","13.241,5","50,93",2265
3/2/2017,"1.218,50","13.206,0","49,77",2280
6/2/2017,"1.230,00","13.265,0","50,84",2298
7/2/2017,"1.234,20","13.277,5","51,50",2297
8/2/2017,"1.237,60","13.267,5","52,83",2295
9/2/2017,"1.235,10","13.268,0","52,98",2281
10/2/2017,"1.234,40","13.247,0","51,04",2279
13/02/2017,"1.224,40","13.152,5","50,90",2280
14/02/2017,"1.223,90","13.126,5","51,90",2281
15/02/2017,"1.231,70","13.085,0","52,12",2297
16/02/2017,"1.240,00","13.062,5","52,23",2293
17/02/2017,"1.237,60","13.099,5","52,49",2293
21/02/2017,"1.237,50","13.099,5","52,95",2295
22/02/2017,"1.232,00","13.170,0","53,02",2308
23/02/2017,"1.250,20","13.204,5","53,19",2316
24/02/2017,"1.256,90","13.175,0","53,90",2328
27/02/2017,"1.257,40","13.157,5","54,06",2338
28/02/2017,"1.252,60","13.156,0","53,77",2349
1/3/2017,"1.248,90","13.152,5","53,72",2347
2/3/2017,"1.231,90","13.135,5","54,03",2351
3/3/2017,"1.225,50","13.090,0","52,33",2365
6/3/2017,"1.224,50","13.076,5","53,26",2363
7/3/2017,"1.215,10","13.030,0","53,76",2364
8/3/2017,"1.208,50","12.955,0","53,99",2367
9/3/2017,"1.202,40","12.947,5","51,96",2370
10/3/2017,"1.200,70","12.975,0","50,82",2364
13/03/2017,"1.202,40","13.051,0","52,25",2396
14/03/2017,"1.201,90","12.982,5","53,01",2382
15/03/2017,"1.200,10","12.981,5","52,37",2383
